date_recuperation;etat_mesure;source;type_mesure;pce;nature_mesure;emplacement;horodatage_debut;horodatage_fin;valeur;unite;vecteur;observation;architecture_compteur;energie;architecture_gaz;joint_horodatage;joint_horodatage2;index;consommation;puissance;puissance_souscrite;consommation_pcs;consommation_pci;facture;saison;mois;numero_jour_semaine;heure;condition_weekend;weekend;maj
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T04:40:00+00:00;;1923790;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T04:40:00+00:00;POSTE HT-2021-05-19T04:40:00+00:00;;;;1850;;;;Hiver;2021-05;3;6;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 60 MIN;11622218;CONSOMMATION;CARTOL;2021-05-19T06:00:00+00:00;;101977;m3;CONSOMMATION GAZ 1;GENERAL PEINTURE;Compteur général;Gaz;DEPART PEINTURE;2021-05-19T06:00:00+00:00;GENERAL PEINTURE-2021-05-19T06:00:00+00:00;;;0.0;1000;;;;Hiver;2021-05;3;8;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T07:00:00+00:00;;1925750;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T07:00:00+00:00;POSTE HT-2021-05-19T07:00:00+00:00;;;;1850;;;;Hiver;2021-05;3;9;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T07:50:00+00:00;;1926930;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T07:50:00+00:00;POSTE HT-2021-05-19T07:50:00+00:00;;;;1850;;;;Hiver;2021-05;3;9;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 60 MIN;11622178;CONSOMMATION;CARTOL;2021-05-19T07:00:00+00:00;;123097;m3;CONSOMMATION GAZ 1;GENERAL CATAPHORESE;Compteur général;Gaz;DEPART CATAPHORESE;2021-05-19T07:00:00+00:00;GENERAL CATAPHORESE-2021-05-19T07:00:00+00:00;;;0.0;1000;;;;Hiver;2021-05;3;9;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T08:00:00+00:00;;1927180;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T08:00:00+00:00;POSTE HT-2021-05-19T08:00:00+00:00;1927430;250.0;1500.0;1850;250.0;250.0;25.5;Hiver;2021-05;3;10;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T08:30:00+00:00;;1927680;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T08:30:00+00:00;POSTE HT-2021-05-19T08:30:00+00:00;1927910;230.0;1380.0;1850;230.0;230.0;23.459999999999997;Hiver;2021-05;3;10;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 60 MIN;11622178;CONSOMMATION;CARTOL;2021-05-19T08:00:00+00:00;;123097;m3;CONSOMMATION GAZ 1;GENERAL CATAPHORESE;Compteur général;Gaz;DEPART CATAPHORESE;2021-05-19T08:00:00+00:00;GENERAL CATAPHORESE-2021-05-19T08:00:00+00:00;;;0.0;1000;;;;Hiver;2021-05;3;10;False;0.0;14
2021-05-18;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-18T08:20:00+00:00;;1914200;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-18T08:20:00+00:00;POSTE HT-2021-05-18T08:20:00+00:00;;;;1850;;;;Hiver;2021-05;2;10;False;0.0;14
2021-05-18;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-18T08:40:00+00:00;;1914700;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-18T08:40:00+00:00;POSTE HT-2021-05-18T08:40:00+00:00;;;;1850;;;;Hiver;2021-05;2;10;False;0.0;14
2021-05-18;OK;AKAJOULE;POINT 60 MIN;11622218;CONSOMMATION;CARTOL;2021-05-18T08:00:00+00:00;;101308;m3;CONSOMMATION GAZ 1;GENERAL PEINTURE;Compteur général;Gaz;DEPART PEINTURE;2021-05-18T08:00:00+00:00;GENERAL PEINTURE-2021-05-18T08:00:00+00:00;;;0.0;1000;;;;Hiver;2021-05;2;10;False;0.0;14
2021-05-17;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-17T08:00:00+00:00;;1900240;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-17T08:00:00+00:00;POSTE HT-2021-05-17T08:00:00+00:00;1900730;490.0;2940.0;1850;490.0;490.0;49.98;Hiver;2021-05;1;10;False;0.0;14
2021-05-17;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-17T08:10:00+00:00;;1900730;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-17T08:10:00+00:00;POSTE HT-2021-05-17T08:10:00+00:00;1900970;240.0;1440.0;1850;240.0;240.0;24.479999999999997;Hiver;2021-05;1;10;False;0.0;14
2021-05-17;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-17T08:20:00+00:00;;1900970;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-17T08:20:00+00:00;POSTE HT-2021-05-17T08:20:00+00:00;1901230;260.0;1560.0;1850;260.0;260.0;26.52;Hiver;2021-05;1;10;False;0.0;14
2021-05-17;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-17T08:30:00+00:00;;1901230;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-17T08:30:00+00:00;POSTE HT-2021-05-17T08:30:00+00:00;1901480;250.0;1500.0;1850;250.0;250.0;25.5;Hiver;2021-05;1;10;False;0.0;14
2021-05-17;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-17T08:40:00+00:00;;1901480;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-17T08:40:00+00:00;POSTE HT-2021-05-17T08:40:00+00:00;1901480;0.0;0.0;1850;0.0;0.0;0.0;Hiver;2021-05;1;10;False;0.0;14
2021-05-17;OK;AKAJOULE;POINT 60 MIN;11622178;CONSOMMATION;CARTOL;2021-05-17T08:00:00+00:00;;121751;m3;CONSOMMATION GAZ 1;GENERAL CATAPHORESE;Compteur général;Gaz;DEPART CATAPHORESE;2021-05-17T08:00:00+00:00;GENERAL CATAPHORESE-2021-05-17T08:00:00+00:00;;;0.0;1000;;;;Hiver;2021-05;1;10;False;0.0;14
2021-05-17;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-17T11:20:00+00:00;;1904000;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-17T11:20:00+00:00;POSTE HT-2021-05-17T11:20:00+00:00;1904140;140.0;840.0;1850;140.0;140.0;14.28;Hiver;2021-05;1;13;False;0.0;14
2021-05-17;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-17T11:30:00+00:00;;1904140;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-17T11:30:00+00:00;POSTE HT-2021-05-17T11:30:00+00:00;1904270;130.0;780.0;1850;130.0;130.0;13.26;Hiver;2021-05;1;13;False;0.0;14
2021-05-17;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-17T11:40:00+00:00;;1904270;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-17T11:40:00+00:00;POSTE HT-2021-05-17T11:40:00+00:00;1904410;140.0;840.0;1850;140.0;140.0;14.28;Hiver;2021-05;1;13;False;0.0;14
2021-05-17;OK;AKAJOULE;POINT 60 MIN;11622218;CONSOMMATION;CARTOL;2021-05-17T11:00:00+00:00;;100578;m3;CONSOMMATION GAZ 1;GENERAL PEINTURE;Compteur général;Gaz;DEPART PEINTURE;2021-05-17T11:00:00+00:00;GENERAL PEINTURE-2021-05-17T11:00:00+00:00;;;0.0;1000;;;;Hiver;2021-05;1;13;False;0.0;14
2021-05-17;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-17T10:10:00+00:00;;1903110;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-17T10:10:00+00:00;POSTE HT-2021-05-17T10:10:00+00:00;1903260;150.0;900.0;1850;150.0;150.0;15.299999999999999;Hiver;2021-05;1;12;False;0.0;14
2021-05-18;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-18T00:00:00+00:00;;1909250;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-18T00:00:00+00:00;POSTE HT-2021-05-18T00:00:00+00:00;1909300;50.0;300.0;1850;50.0;50.0;5.1;Hiver;2021-05;2;2;False;0.0;14
2021-05-18;OK;AKAJOULE;POINT 60 MIN;11622178;CONSOMMATION;CARTOL;2021-05-18T00:00:00+00:00;;121751;m3;CONSOMMATION GAZ 1;GENERAL CATAPHORESE;Compteur général;Gaz;DEPART CATAPHORESE;2021-05-18T00:00:00+00:00;GENERAL CATAPHORESE-2021-05-18T00:00:00+00:00;;;0.0;1000;;;;Hiver;2021-05;2;2;False;0.0;14
2021-05-18;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-18T07:00:00+00:00;;1912600;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-18T07:00:00+00:00;POSTE HT-2021-05-18T07:00:00+00:00;1912810;210.0;1260.0;1850;210.0;210.0;21.419999999999998;Hiver;2021-05;2;9;False;0.0;14
2021-05-17;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-17T16:00:00+00:00;;1907270;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-17T16:00:00+00:00;POSTE HT-2021-05-17T16:00:00+00:00;1907330;60.0;360.0;1850;60.0;60.0;6.119999999999999;Hiver;2021-05;1;18;False;0.0;14
2021-05-17;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-17T16:10:00+00:00;;1907330;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-17T16:10:00+00:00;POSTE HT-2021-05-17T16:10:00+00:00;;;;1850;;;;Hiver;2021-05;1;18;False;0.0;14
2021-05-17;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-17T16:30:00+00:00;;1907440;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-17T16:30:00+00:00;POSTE HT-2021-05-17T16:30:00+00:00;;;;1850;;;;Hiver;2021-05;1;18;False;0.0;14
2021-05-17;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-17T16:50:00+00:00;;1907540;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-17T16:50:00+00:00;POSTE HT-2021-05-17T16:50:00+00:00;;;;1850;;;;Hiver;2021-05;1;18;False;0.0;14
2021-05-17;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-17T17:50:00+00:00;;1907810;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-17T17:50:00+00:00;POSTE HT-2021-05-17T17:50:00+00:00;;;;1850;;;;Hiver;2021-05;1;19;False;0.0;14
2021-05-17;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-17T13:00:00+00:00;;1905260;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-17T13:00:00+00:00;POSTE HT-2021-05-17T13:00:00+00:00;1905400;140.0;840.0;1850;140.0;140.0;14.28;Hiver;2021-05;1;15;False;0.0;14
2021-05-17;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-17T13:20:00+00:00;;1905540;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-17T13:20:00+00:00;POSTE HT-2021-05-17T13:20:00+00:00;1905680;140.0;840.0;1850;140.0;140.0;14.28;Hiver;2021-05;1;15;False;0.0;14
2021-05-17;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-17T13:30:00+00:00;;1905680;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-17T13:30:00+00:00;POSTE HT-2021-05-17T13:30:00+00:00;1905830;150.0;900.0;1850;150.0;150.0;15.299999999999999;Hiver;2021-05;1;15;False;0.0;14
2021-05-17;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-17T13:50:00+00:00;;1905830;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-17T13:50:00+00:00;POSTE HT-2021-05-17T13:50:00+00:00;;;;1850;;;;Hiver;2021-05;1;15;False;0.0;14
2021-05-17;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-17T14:20:00+00:00;;1906380;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-17T14:20:00+00:00;POSTE HT-2021-05-17T14:20:00+00:00;;;;1850;;;;Hiver;2021-05;1;16;False;0.0;14
2021-05-17;OK;AKAJOULE;POINT 60 MIN;11622178;CONSOMMATION;CARTOL;2021-05-17T14:00:00+00:00;;121751;m3;CONSOMMATION GAZ 1;GENERAL CATAPHORESE;Compteur général;Gaz;DEPART CATAPHORESE;2021-05-17T14:00:00+00:00;GENERAL CATAPHORESE-2021-05-17T14:00:00+00:00;;;0.0;1000;;;;Hiver;2021-05;1;16;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T09:00:00+00:00;;1928310;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T09:00:00+00:00;POSTE HT-2021-05-19T09:00:00+00:00;1928490;180.0;1080.0;1850;180.0;180.0;18.36;Hiver;2021-05;3;11;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T10:00:00+00:00;;1929320;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T10:00:00+00:00;POSTE HT-2021-05-19T10:00:00+00:00;1929470;150.0;900.0;1850;150.0;150.0;15.299999999999999;Hiver;2021-05;3;12;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T10:30:00+00:00;;1929600;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T10:30:00+00:00;POSTE HT-2021-05-19T10:30:00+00:00;1929720;120.0;720.0;1850;120.0;120.0;12.239999999999998;Hiver;2021-05;3;12;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T10:40:00+00:00;;1929720;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T10:40:00+00:00;POSTE HT-2021-05-19T10:40:00+00:00;;;;1850;;;;Hiver;2021-05;3;12;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T13:30:00+00:00;;1931990;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T13:30:00+00:00;POSTE HT-2021-05-19T13:30:00+00:00;;;;1850;;;;Hiver;2021-05;3;15;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T13:50:00+00:00;;1932300;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T13:50:00+00:00;POSTE HT-2021-05-19T13:50:00+00:00;;;;1850;;;;Hiver;2021-05;3;15;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T12:40:00+00:00;;1931240;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T12:40:00+00:00;POSTE HT-2021-05-19T12:40:00+00:00;;;;1850;;;;Hiver;2021-05;3;14;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T14:20:00+00:00;;1932740;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T14:20:00+00:00;POSTE HT-2021-05-19T14:20:00+00:00;1932890;150.0;900.0;1850;150.0;150.0;15.299999999999999;Hiver;2021-05;3;16;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T14:30:00+00:00;;1932890;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T14:30:00+00:00;POSTE HT-2021-05-19T14:30:00+00:00;1932890;0.0;0.0;1850;0.0;0.0;0.0;Hiver;2021-05;3;16;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T14:40:00+00:00;;1932890;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T14:40:00+00:00;POSTE HT-2021-05-19T14:40:00+00:00;1933030;140.0;840.0;1850;140.0;140.0;14.28;Hiver;2021-05;3;16;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T15:00:00+00:00;;1933160;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T15:00:00+00:00;POSTE HT-2021-05-19T15:00:00+00:00;1933290;130.0;780.0;1850;130.0;130.0;13.26;Hiver;2021-05;3;17;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T15:20:00+00:00;;1933410;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T15:20:00+00:00;POSTE HT-2021-05-19T15:20:00+00:00;1933480;70.0;420.0;1850;70.0;70.0;7.14;Hiver;2021-05;3;17;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T15:50:00+00:00;;1933580;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T15:50:00+00:00;POSTE HT-2021-05-19T15:50:00+00:00;;;;1850;;;;Hiver;2021-05;3;17;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T16:30:00+00:00;;1933780;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T16:30:00+00:00;POSTE HT-2021-05-19T16:30:00+00:00;;;;1850;;;;Hiver;2021-05;3;18;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T16:40:00+00:00;;1933820;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T16:40:00+00:00;POSTE HT-2021-05-19T16:40:00+00:00;;;;1850;;;;Hiver;2021-05;3;18;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T16:50:00+00:00;;1933820;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T16:50:00+00:00;POSTE HT-2021-05-19T16:50:00+00:00;;;;1850;;;;Hiver;2021-05;3;18;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 60 MIN;11622178;CONSOMMATION;CARTOL;2021-05-19T16:00:00+00:00;;123097;m3;CONSOMMATION GAZ 1;GENERAL CATAPHORESE;Compteur général;Gaz;DEPART CATAPHORESE;2021-05-19T16:00:00+00:00;GENERAL CATAPHORESE-2021-05-19T16:00:00+00:00;;;0.0;1000;;;;Hiver;2021-05;3;18;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T17:10:00+00:00;;1933920;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T17:10:00+00:00;POSTE HT-2021-05-19T17:10:00+00:00;;;;1850;;;;Hiver;2021-05;3;19;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T17:20:00+00:00;;1933970;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T17:20:00+00:00;POSTE HT-2021-05-19T17:20:00+00:00;;;;1850;;;;Hiver;2021-05;3;19;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T17:30:00+00:00;;1934010;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T17:30:00+00:00;POSTE HT-2021-05-19T17:30:00+00:00;;;;1850;;;;Hiver;2021-05;3;19;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T19:10:00+00:00;;1934420;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T19:10:00+00:00;POSTE HT-2021-05-19T19:10:00+00:00;1934460;40.0;240.0;1850;40.0;40.0;4.08;Hiver;2021-05;3;21;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T19:30:00+00:00;;1934500;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T19:30:00+00:00;POSTE HT-2021-05-19T19:30:00+00:00;1934530;30.0;180.0;1850;30.0;30.0;3.0599999999999996;Hiver;2021-05;3;21;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T19:40:00+00:00;;1934530;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T19:40:00+00:00;POSTE HT-2021-05-19T19:40:00+00:00;1934570;40.0;240.0;1850;40.0;40.0;4.08;Hiver;2021-05;3;21;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 60 MIN;11622178;CONSOMMATION;CARTOL;2021-05-19T19:00:00+00:00;;123888;m3;CONSOMMATION GAZ 1;GENERAL CATAPHORESE;Compteur général;Gaz;DEPART CATAPHORESE;2021-05-19T19:00:00+00:00;GENERAL CATAPHORESE-2021-05-19T19:00:00+00:00;;;0.0;1000;;;;Hiver;2021-05;3;21;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T20:10:00+00:00;;1934640;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T20:10:00+00:00;POSTE HT-2021-05-19T20:10:00+00:00;;;;1850;;;;Hiver;2021-05;3;22;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T20:30:00+00:00;;1934710;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T20:30:00+00:00;POSTE HT-2021-05-19T20:30:00+00:00;;;;1850;;;;Hiver;2021-05;3;22;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T20:40:00+00:00;;1934750;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T20:40:00+00:00;POSTE HT-2021-05-19T20:40:00+00:00;;;;1850;;;;Hiver;2021-05;3;22;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 60 MIN;11622178;CONSOMMATION;CARTOL;2021-05-19T20:00:00+00:00;;123888;m3;CONSOMMATION GAZ 1;GENERAL CATAPHORESE;Compteur général;Gaz;DEPART CATAPHORESE;2021-05-19T20:00:00+00:00;GENERAL CATAPHORESE-2021-05-19T20:00:00+00:00;;;0.0;1000;;;;Hiver;2021-05;3;22;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T21:00:00+00:00;;1934780;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T21:00:00+00:00;POSTE HT-2021-05-19T21:00:00+00:00;;;;1850;;;;Hiver;2021-05;3;23;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T21:30:00+00:00;;1934890;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T21:30:00+00:00;POSTE HT-2021-05-19T21:30:00+00:00;;;;1850;;;;Hiver;2021-05;3;23;False;0.0;14
2021-05-19;OK;AKAJOULE;POINT 60 MIN;11622178;CONSOMMATION;CARTOL;2021-05-19T21:00:00+00:00;;123888;m3;CONSOMMATION GAZ 1;GENERAL CATAPHORESE;Compteur général;Gaz;DEPART CATAPHORESE;2021-05-19T21:00:00+00:00;GENERAL CATAPHORESE-2021-05-19T21:00:00+00:00;;;0.0;1000;;;;Hiver;2021-05;3;23;False;0.0;14
2021-05-20;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T22:00:00+00:00;;1934990;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T22:00:00+00:00;POSTE HT-2021-05-19T22:00:00+00:00;1935030;40.0;240.0;1850;40.0;40.0;4.08;Hiver;2021-05;3;0;False;0.0;14
2021-05-20;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T22:30:00+00:00;;1935100;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T22:30:00+00:00;POSTE HT-2021-05-19T22:30:00+00:00;1935140;40.0;240.0;1850;40.0;40.0;4.08;Hiver;2021-05;3;0;False;0.0;14
2021-05-20;OK;AKAJOULE;POINT 10 MIN;21320132;CONSOMMATION;CARTOL;2021-05-19T23:00:00+00:00;;1935170;kWh;ENERGIE ACTIVE;POSTE HT;Compteur général;Électricité;POSTE HT;2021-05-19T23:00:00+00:00;POSTE HT-2021-05-19T23:00:00+00:00;;;;1850;;;;Hiver;2021-05;3;1;False;0.0;14
